SN,day,time,datetime,TR_PWM_SLOP_FRONT,TR_PWM_OFFSET_FRONT,R2_Front,TR_AccuENC_RATIO_FRONT,TR_PWM_SLOP_REAR,TR_PWM_OFFSET_REAR,R2_Rear,TR_AccuENC_RATIO_REAR
DRW271811021,20180706,174956,20180706174956,1.353480,-31.011848,0.999995,9.07571,1.361851,-41.832954,0.9999959999999999,9.178707000000001
DRW271811041,20180706,182944,20180706182944,1.350942,-36.429595,0.999988,9.081278999999999,1.382154,-39.435970000000005,0.9999790000000001,9.193896
DRW271811081,20180706,190850,20180706190850,1.369892,-43.362555,0.999930,9.076165,1.374924,-39.960516999999996,0.999958,9.178221
DRW451501111,20180707,91528,20180707091528,1.349065,-31.997740,0.999984,9.075964,1.370136,-40.061487,1.0,9.178111
DRW271811101,20180707,94016,20180707094016,1.351841,-34.534921,1.000000,9.075946,1.387516,-46.727317,0.9999790000000001,9.174443
DRW271811111,20180707,102236,20180707102236,1.360580,-31.497137,0.999991,9.075365,1.3673600000000001,-38.929541,0.9999950000000001,9.175074
DRW271811121,20180707,110707,20180707110707,1.343545,-35.519179,0.999985,9.075572,1.3470870000000001,-44.33113,0.999985,9.176826
DRW271811141,20180707,112807,20180707112807,1.346678,-37.063867,1.000000,9.075661,1.381022,-38.181315999999995,0.999994,9.175207
DRW271811151,20180707,114618,20180707114618,1.358473,-38.477056,0.999990,9.076125,1.36766,-38.507453999999996,0.999999,9.176250999999999
DRW271811161,20180707,121302,20180707121302,1.344771,-38.198287,0.999999,9.075188,1.358223,-41.824614000000004,1.0,9.175215
DRW271811131,20180707,125538,20180707125538,1.379425,-39.387625,0.999979,9.073889999999999,1.3785209999999999,-41.528484000000006,1.0,9.173242
DRW271811171,20180707,132727,20180707132727,1.346301,-33.315924,0.999553,9.050251,1.374166,-27.427923999999997,0.999967,9.175225
DRW271811181,20180707,134527,20180707134527,1.347166,-39.427745,0.999996,9.075555,1.3657979999999998,-37.321566,0.9999969999999999,9.176558
DRW271811191,20180707,140209,20180707140209,1.364315,-38.809708,1.000000,9.081487,1.373972,-40.639474,0.9999889999999999,9.191997
DRW271811201,20180707,150924,20180707150924,1.345386,-41.340433,1.000000,9.07594,1.375911,-38.200474,0.9999969999999999,9.172734
DRW271811211,20180707,153125,20180707153125,1.370624,-25.921831,0.999716,9.075607000000002,1.3778780000000002,-40.316629999999996,0.999936,9.177127
DRW271811221,20180707,155446,20180707155446,1.370204,-39.469664,0.999997,9.075961999999999,1.395125,-37.769337,0.999992,9.17736
DRW271811231,20180707,162708,20180707162708,1.368827,-47.917935,0.999999,9.075123,1.3721729999999999,-41.248373,0.999976,9.177799
DRW271811241,20180707,170553,20180707170553,1.352745,-40.991868,1.000000,9.075464,1.39629,-42.360168,0.9999959999999999,9.177567999999999
DRW271811251,20180707,172314,20180707172314,1.361028,-35.555211,0.999996,9.075399,1.382469,-43.314958000000004,0.9999790000000001,9.176544
DRW271811261,20180707,174009,20180707174009,1.379976,-40.418624,1.000000,9.074936,1.372816,-39.573402,0.9999959999999999,9.177579
DRW271811271,20180707,180953,20180707180953,1.381218,-34.962040,1.000000,9.074629,1.392264,-40.699748,0.999999,9.176438000000001
DRW271811291,20180709,82056,20180709082056,1.367452,-36.846806,0.999982,9.075139,1.373129,-39.322184,0.9999959999999999,9.17481
DRW271811301,20180709,85837,20180709085837,1.368422,-47.680443,0.999982,9.076261,1.372159,-38.221030999999996,0.9999979999999999,9.17516
DRW271811311,20180709,91327,20180709091327,1.365044,-35.008715,1.000000,9.075571,1.366227,-42.638784,0.999986,9.177032
DRW271811321,20180709,95246,20180709095246,1.351678,-39.032698,1.000000,9.076106,1.379001,-40.559764,0.9999979999999999,9.177907000000001
DRW281810011,20180709,100851,20180709100851,1.362881,-35.469383,0.999987,9.076168,1.3800700000000001,-39.366662,0.9999790000000001,9.178223
DRW281810021,20180709,104103,20180709104103,1.366977,-36.384682,0.999987,9.07622,1.3713819999999999,-41.823215000000005,0.9999870000000001,9.176789
DRW281810031,20180709,105846,20180709105846,1.336615,-36.926166,0.999994,9.076386,1.376491,-40.916007,0.999976,9.178856
DRW281810041,20180709,111125,20180709111125,1.352910,-36.310081,1.000000,9.076286,1.3717700000000002,-40.196077,0.999978,9.17861
DRW281810051,20180709,112513,20180709112513,1.341336,-38.821024,0.999991,9.075968,1.392018,-37.452601,0.9999979999999999,9.175991999999999
DRW281810061,20180709,114214,20180709114214,1.345816,-34.040910,0.999993,9.076178,1.369293,-38.120540000000005,0.999999,9.178116000000001
DRW281810071,20180709,115934,20180709115934,1.378830,-36.620467,0.999999,9.075505999999999,1.381156,-38.694039000000004,0.9999979999999999,9.176461999999999
DRW281810081,20180709,130738,20180709130738,1.369501,-29.483943,0.999991,9.075826,1.387651,-44.889309000000004,1.0,9.177594000000001
DRW281810101,20180709,135021,20180709135021,1.370835,-35.279490,0.999985,9.075768,1.3847459999999998,-39.477203,0.999999,9.177739
DRW281810091,20180709,141329,20180709141329,1.355057,-36.229170,0.999976,9.077899,1.394566,-40.051491,0.999976,9.181426
DRW281810111,20180709,143055,20180709143055,1.352263,-42.050684,0.999999,9.076347,1.383422,-40.126512,0.999991,9.174824000000001
DRW281810121,20180709,144508,20180709144508,1.331818,-37.162797,1.000000,9.075467,1.374506,-42.312419,0.999994,9.178858
DRW281810131,20180709,150007,20180709150007,1.354714,-36.858731,0.999996,9.076185,1.35976,-40.299033,0.999972,9.176667
DRW281810141,20180709,152616,20180709152616,1.362082,-39.340452,0.999988,9.076163000000001,1.378196,-39.241316999999995,0.999993,9.177767
DRW281810151,20180709,154227,20180709154227,1.365713,-33.500882,0.999993,9.076095,1.3958190000000001,-38.660051,0.999994,9.173326
DRW281810161,20180709,155759,20180709155759,1.356891,-41.128277,0.999997,9.076732000000002,1.37611,-39.969337,1.0,9.178261000000001
DRW271811281,20180709,163641,20180709163641,1.375531,-57.527713,0.999999,9.075917,1.376917,-40.379154,0.9999979999999999,9.176532
DRW281810171,20180709,165341,20180709165341,1.341697,-38.706415,0.999993,9.076125,1.37361,-35.958636,0.999999,9.17876
DRW281810181,20180710,75830,20180710075830,1.341378,-37.862317,1.000000,9.075416,1.365194,-41.655384999999995,1.0,9.177483
DRW281810191,20180710,81224,20180710081224,1.352685,-36.837188,1.000000,9.075916000000001,1.38995,-45.091039,0.999994,9.177437
DRW281810201,20180710,82537,20180710082537,1.360037,-28.188421,0.999935,9.076016000000001,1.3848610000000001,-39.551189,0.999994,9.178341
DRW281810211,20180710,83925,20180710083925,1.347329,-35.012094,0.999997,9.075857000000001,1.373679,-39.185472999999995,0.9999959999999999,9.177074000000001
DRW281810221,20180710,85310,20180710085310,1.370116,-35.137369,0.999942,9.076436,1.368899,-35.901478000000004,0.999999,9.178732
DRW281810231,20180710,90623,20180710090623,1.369041,-31.648353,1.000000,9.0762,1.37468,-42.389067,0.999991,9.179288
DRW281810241,20180710,94849,20180710094849,1.348737,-34.315720,1.000000,9.075619,1.388309,-56.229075,0.999993,9.178377000000001
DRW281810251,20180710,102314,20180710102314,1.362394,-36.091407,0.999995,9.07594,1.377646,-39.028534,0.999999,9.178064
DRW281810261,20180710,103724,20180710103724,1.367667,-32.801379,1.000000,9.075725,1.380557,-40.608304,0.999994,9.176969999999999
DRW281810271,20180710,105736,20180710105736,1.342088,-34.895572,0.999999,9.075775,1.369743,-44.268407,0.9999979999999999,9.176350999999999
DRW281810281,20180710,112233,20180710112233,1.349592,-36.058275,0.999997,9.075573,1.369219,-41.261520000000004,1.0,9.177977
DRW281810291,20180710,114858,20180710114858,1.365415,-33.783379,0.999998,9.075657000000001,1.395557,-41.916317,0.999978,9.177763
DRW281810301,20180710,120353,20180710120353,1.387134,-45.705747,0.999993,9.076022,1.382759,-42.973086,0.9999879999999999,9.17842
DRW281810311,20180710,130826,20180710130826,1.358603,-32.356917,0.999989,9.075830999999999,1.388213,-38.94682,0.999991,9.1802
DRW281810321,20180710,132659,20180710132659,1.349628,-39.269191,0.999971,9.075299000000001,1.3748719999999999,-40.155756,0.999999,9.177384
DRW281810331,20180710,134843,20180710134843,1.367249,-37.437450,0.999990,9.075994,1.3953440000000001,-41.732128,0.9999819999999999,9.178653
DRW281810341,20180710,141132,20180710141132,1.352472,-31.575350,1.000000,9.075258999999999,1.3754549999999999,-46.302085,0.999985,9.177866999999999
DRW281810351,20180710,143135,20180710143135,1.343192,-35.525038,0.999967,9.076085,1.380279,-35.897787,0.9999950000000001,9.177946
DRW281810361,20180710,144651,20180710144651,1.341391,-33.769957,1.000000,9.075447,1.375225,-40.594081,0.999993,9.177571
DRW281810371,20180710,150025,20180710150025,1.358812,-35.105864,0.999989,9.075638,1.383775,-37.737741,0.999999,9.177949
DRW281810381,20180710,154946,20180710154946,1.352190,-37.045880,0.999948,9.076217999999999,1.377035,-39.808377,0.999999,9.178815
DRW281810391,20180710,160310,20180710160310,1.370396,-35.295398,0.999994,9.075669,1.384531,-43.253582,0.999994,9.178602
DRW281810401,20180710,161817,20180710161817,1.355546,-36.494257,0.999983,9.076137,1.379985,-44.964355,0.9999959999999999,9.178492
DRW281810411,20180710,164620,20180710164620,1.343749,-40.846045,1.000000,9.0762,1.3883530000000002,-43.18257,0.999994,9.177536
DRW281810431,20180711,81424,20180711081424,1.343575,-39.406687,0.999996,9.075736000000001,1.378449,-40.066138,0.999999,9.176422
DRW281810421,20180711,82858,20180711082858,1.359762,-31.866999,0.999999,9.076953,1.388304,-40.025968,1.0,9.181312
DRW281810441,20180711,84836,20180711084836,1.359382,-33.424506,0.999999,9.075297,1.37178,-35.583997,0.9999979999999999,9.175422
DRW281810451,20180711,91511,20180711091511,1.343292,-35.413370,0.999999,9.075198,1.370854,-41.070178999999996,0.999999,9.172862
DRW281810461,20180711,101147,20180711101147,1.361153,-39.192281,1.000000,9.074784,1.3849280000000002,-45.393322999999995,0.999974,9.1767
DRW281810471,20180711,103628,20180711103628,1.369490,-35.575982,0.999957,9.075047,1.363426,-41.251102,0.999993,9.176235
DRW281810481,20180711,104517,20180711104517,1.357999,-43.113727,1.000000,9.077106,1.376995,-39.44303,0.9999879999999999,9.181357
DRW281810491,20180711,110408,20180711110408,1.373335,-38.116730,0.999988,9.081478,1.3820270000000001,-42.11091,0.99998,9.192629
DRW281810511,20180711,115358,20180711115358,1.371617,-41.397594,0.999992,9.076897,1.377209,-39.706006,0.9999969999999999,9.181643
DRW281810501,20180711,120857,20180711120857,1.363054,-35.283127,0.999994,9.075137,1.382862,-39.863255,1.0,9.177003
DRW281810531,20180711,131450,20180711131450,1.362876,-33.641951,1.000000,9.075638,1.3916629999999999,-41.031871,0.9999889999999999,9.174664
DRW281810521,20180711,132649,20180711132649,1.361477,-36.496861,0.999981,9.076542,1.378478,-36.171945,0.999994,9.184222
DRW281810541,20180711,133819,20180711133819,1.385831,-29.904800,0.999937,9.07518,1.387192,-42.080883,0.999978,9.177261999999999
DRW281810551,20180711,140334,20180711140334,1.375262,-38.260101,0.999998,9.07522,1.391494,-39.573333,0.999993,9.174952000000001
DRW281810561,20180711,140725,20180711140725,1.361765,-35.815156,0.999997,9.081811,1.383528,-39.025442,1.0,9.196802
DRW281810571,20180711,142901,20180711142901,1.348959,-45.712903,0.999999,9.07574,1.38005,-39.980893,0.999994,9.177764999999999
DRW281810581,20180711,145520,20180711145520,1.353312,-34.944994,0.999999,9.074677000000001,1.377092,-38.93192,0.999994,9.176828
DRW281810591,20180711,151821,20180711151821,1.334281,-39.562469,0.999968,9.076167,1.374668,-39.761224,0.9999979999999999,9.178352
DRW281810601,20180711,154556,20180711154556,1.345079,-39.458613,0.999976,9.075371,1.3739940000000002,-38.765496999999996,0.9999979999999999,9.172176
DRW281810641,20180711,180307,20180711180307,1.359923,-42.630317,0.999998,9.075869,1.370767,-37.13123,0.9999969999999999,9.175028999999999
DRW281810631,20180711,181849,20180711181849,1.335268,-29.380507,0.999990,9.076469,1.366738,-39.484321,0.9999879999999999,9.180773
DRW281810651,20180711,182837,20180711182837,1.355539,-42.312492,0.999980,9.07427,1.3630959999999999,-41.599971999999994,1.0,9.176639999999999
DRW281810621,20180711,185831,20180711185831,1.350618,-36.168818,1.000000,9.080612,1.3780459999999999,-39.025672,1.0,9.194421
DRW281810611,20180711,192916,20180711192916,1.357232,-37.468541,0.999988,9.075192,1.3564100000000001,-40.844632,0.99998,9.172926
DRW281810661,20180712,82728,20180712082728,1.380136,-39.071105,1.000000,9.076138,1.374782,-37.94497,0.999999,9.179257000000002
DRW281810671,20180712,84403,20180712084403,1.368485,-39.191926,0.999996,9.075003,1.374256,-39.507073,0.9999600000000001,9.175796
DRW281810681,20180712,90505,20180712090505,1.356420,-40.441974,0.999958,9.076065,1.375718,-39.928117,0.9999979999999999,9.177489
DRW281810691,20180712,94239,20180712094239,1.359357,-35.323590,1.000000,9.075664,1.386818,-36.86105,0.9999979999999999,9.173639
DRW281810711,20180712,101956,20180712101956,1.350392,-31.636256,1.000000,9.075983,1.3743610000000002,-37.505388,0.999994,9.175894
DRW281810721,20180712,104116,20180712104116,1.362439,-26.297866,0.999999,9.075808,1.387369,-40.464431,0.999999,9.178052000000001
DRW281810731,20180712,105917,20180712105917,1.361685,-36.872800,0.999991,9.075535,1.382878,-40.610886,0.9999969999999999,9.177736
DRW281810741,20180712,111514,20180712111514,1.361634,-33.610385,1.000000,9.075527000000001,1.3638540000000001,-37.626571000000006,0.9999879999999999,9.172428
DRW281810751,20180712,113247,20180712113247,1.371080,-35.525773,0.999998,9.075802000000001,1.371942,-41.092218,0.999999,9.179131
DRW281810701,20180712,114855,20180712114855,1.360512,-38.407560,0.999999,9.076908999999999,1.3673440000000001,-36.715158,0.999999,9.180652
DRW281810761,20180712,115414,20180712115414,1.338436,-38.883689,0.999981,9.076163000000001,1.360174,-38.899405,0.999994,9.177633
DRW281810771,20180712,121023,20180712121023,1.367775,-35.637443,0.999999,9.075114,1.364894,-40.473012,0.999984,9.178897000000001
DRW281810781,20180712,131340,20180712131340,1.350934,-41.732519,0.999979,9.076482,1.370962,-44.014753999999996,0.9999790000000001,9.175137
DRW281810791,20180712,134719,20180712134719,1.361135,-39.699226,0.999998,9.075875,1.3776110000000001,-38.893392999999996,0.999999,9.176842
DRW281810801,20180712,140452,20180712140452,1.352826,-33.649980,1.000000,9.074875,1.352753,-43.769055,0.9999950000000001,9.173929
DRW281810811,20180712,150638,20180712150638,1.381420,-29.908131,0.999993,9.075331,1.361164,-40.277001,0.999984,9.175241999999999
DRW281810821,20180712,152021,20180712152021,1.356695,-30.874847,0.999972,9.075512,1.359047,-38.672459,0.999956,9.176936
DRW281810831,20180712,153414,20180712153414,1.350606,-32.770789,0.999999,9.075972,1.3478649999999999,-42.880829999999996,0.9999620000000001,9.175609
DRW281810841,20180712,154924,20180712154924,1.353033,-35.911577,0.999993,9.075801,1.362319,-38.222464,0.9999969999999999,9.178276
DRW281810851,20180712,160417,20180712160417,1.358203,-39.755594,0.999989,9.075939,1.3536139999999999,-41.224406,1.0,9.179706
DRW281810861,20180712,162153,20180712162153,1.338556,-33.141857,1.000000,9.075717,1.3488719999999998,-40.520697,0.9999959999999999,9.177963
DRW281810871,20180712,164501,20180712164501,1.355821,-36.238707,0.999999,9.075008,1.369084,-39.302533000000004,0.999985,9.177518
DRW281810881,20180712,175432,20180712175432,1.365572,-33.580475,0.999996,9.07575,1.3847479999999999,-41.30672,0.9999979999999999,9.178256
DRW281810891,20180712,182422,20180712182422,1.365824,-34.796668,0.999999,9.074847,1.385265,-38.862139,1.0,9.178442
DRW281810901,20180712,190705,20180712190705,1.376101,-35.046439,0.999976,9.075753,1.394395,-39.865598,0.9999540000000001,9.177997999999999
DRW281810911,20180717,81524,20180717081524,1.352169,-33.961407,1.000000,9.07447,1.387799,-37.421433,0.999992,9.17424
DRW281810931,20180717,84724,20180717084724,1.345435,-36.479587,0.999994,9.07542,1.383026,-40.125401000000004,0.9999969999999999,9.176764
DRW281810921,20180717,90740,20180717090740,1.400533,-40.944659,0.999978,9.075163,1.386888,-38.324181,0.999999,9.170645
DRW291810011,20180717,104526,20180717104526,1.356136,-35.427395,0.999944,9.074869999999999,1.3708040000000001,-39.073595000000005,0.9999959999999999,9.176346
DRW291810041,20180717,133037,20180717133037,1.372012,-26.888062,0.999958,9.075706,1.37038,-40.683083,0.999992,9.172691
DRW291810051,20180717,141610,20180717141610,1.355967,-43.179365,0.999997,9.075436,1.389203,-46.061310999999996,1.0,9.175899000000001
DRW291810061,20180717,143801,20180717143801,1.373131,-47.584508,0.999997,9.074682000000001,1.401669,-39.554003,0.9999979999999999,9.175877999999999
DRW291810071,20180717,152003,20180717152003,1.351570,-42.472712,1.000000,9.07531,1.383601,-40.768178000000006,0.9999530000000001,9.177468
DRW291810081,20180717,154341,20180717154341,1.348233,-33.519853,0.999974,9.075597,1.372227,-39.501117,0.999985,9.176234
DRW291810091,20180717,160603,20180717160603,1.367166,-36.146224,0.999999,9.076030000000001,1.386582,-36.545925,0.9999979999999999,9.176327
DRW291810101,20180717,162903,20180717162903,1.376661,-37.571526,1.000000,9.075936,1.390343,-33.527139,1.0,9.17628
DRW291810111,20180717,164549,20180717164549,1.360109,-38.454186,0.999998,9.075503999999999,1.388495,-41.42386,0.9999870000000001,9.175993
DRW291810141,20180718,83835,20180718083835,1.371380,-36.456913,0.999973,9.07554,1.365378,-45.867055,1.0,9.1765
DRW291810121,20180718,90534,20180718090534,1.342084,-38.644919,1.000000,9.07504,1.3577629999999998,-43.780714,0.999976,9.178535
DRW291810131,20180718,90828,20180718090828,1.335456,-33.932504,0.999994,9.076405000000001,1.368472,-40.28822,0.9999889999999999,9.181065
DRW291810151,20180718,95756,20180718095756,1.348131,-37.465984,0.999938,9.07555,1.376166,-40.607386,0.999984,9.176835
DRW291810161,20180718,101318,20180718101318,1.377104,-34.313646,1.000000,9.080949,1.3862889999999999,-39.347234,0.9999819999999999,9.192350999999999
DRW291810171,20180718,102533,20180718102533,1.356334,-38.385526,0.999982,9.075611,1.359741,-45.37733,0.999992,9.17629
DRW291810181,20180718,103815,20180718103815,1.359447,-38.022387,0.999998,9.076102,1.371942,-37.738864,0.9999979999999999,9.175945
DRW291810191,20180718,105020,20180718105020,1.375068,-44.405451,0.999990,9.07554,1.38981,-39.66826,1.0,9.176999
DRW291810201,20180718,110533,20180718110533,1.378587,-39.646423,0.999974,9.074598,1.396714,-39.806649,0.9999819999999999,9.173735
DRW291810211,20180718,112006,20180718112006,1.373358,-41.817376,0.999945,9.074697,1.384974,-39.67433,0.9999959999999999,9.17377
DRW291810231,20180718,121130,20180718121130,1.396435,-52.565712,0.999945,9.075796,1.369162,-44.381859999999996,0.999978,9.177565
DRW291810241,20180718,130920,20180718130920,1.357764,-38.470998,1.000000,9.074438,1.364927,-37.779990000000005,0.9999969999999999,9.177143
DRW291810221,20180718,131512,20180718131512,1.383650,-54.666075,0.999991,9.076802,1.393943,-37.41256,1.0,9.180705999999999
DRW291810251,20180718,132358,20180718132358,1.362981,-36.950691,1.000000,9.075851,1.367777,-46.036664,0.999999,9.178167
DRW291810271,20180718,140004,20180718140004,1.348579,-28.637835,0.999997,9.075722,1.362343,-39.153806,0.9999979999999999,9.178433
DRW291810261,20180718,141638,20180718141638,1.340386,-33.236438,0.999970,9.077008,1.366265,-43.916635,0.9999969999999999,9.180832
DRW291810281,20180718,142915,20180718142915,1.350158,-36.281172,0.999962,9.075565,1.378465,-42.409326,1.0,9.174334
DRW291810291,20180718,145035,20180718145035,1.350801,-34.546478,0.999985,9.074453,1.375896,-37.728859,1.0,9.176806
DRW291810301,20180718,153023,20180718153023,1.348933,-40.816049,0.999999,9.075944,1.374291,-47.480451,0.99998,9.17799
DRW291810311,20180718,153105,20180718153105,1.327783,-37.592221,0.999957,9.077291,1.3678700000000001,-38.583552000000005,0.9999969999999999,9.180197
DRW291810321,20180718,160112,20180718160112,1.338894,-36.169866,0.999985,9.076571000000001,1.3663610000000002,-40.125102000000005,0.999999,9.178124
DRW291810331,20180718,161548,20180718161548,1.361514,-32.198483,0.999994,9.076112,1.3632389999999999,-41.490417,0.999975,9.173681
DRW291810341,20180718,162947,20180718162947,1.361236,-20.444784,0.999829,9.074793,1.356052,-39.31065,0.99997,9.178164
DRW291810351,20180718,165717,20180718165717,1.346536,-41.542283,0.999986,9.076326,1.3552549999999999,-41.751444,0.999994,9.17763
DRW291810361,20180718,174452,20180718174452,1.346626,-36.628800,0.999986,9.075816,1.351845,-40.51723,0.999999,9.178077
DRW291810371,20180718,180607,20180718180607,1.363767,-32.973895,0.999999,9.075462,1.353575,-43.580271999999994,0.999984,9.174863
DRW291810381,20180718,182657,20180718182657,1.339965,-36.570710,0.999977,9.076438000000001,1.365531,-48.607890000000005,0.999999,9.179654
DRW291810391,20180719,80239,20180719080239,1.347486,-33.881796,0.999997,9.075091,1.359559,-40.642289,0.999999,9.178542
DRW291810401,20180719,82232,20180719082232,1.353903,-36.145354,0.999995,9.075144,1.3475549999999998,-42.482084,0.9999950000000001,9.176583
DRW291810411,20180719,85420,20180719085420,1.342632,-34.237365,0.999999,9.075199000000001,1.363343,-39.641209,0.9999899999999999,9.177078999999999
DRW291810421,20180719,90838,20180719090838,1.353863,-37.834803,0.999999,9.081291,1.355773,-39.559132,1.0,9.190053
DRW291810431,20180719,95150,20180719095150,1.330304,-37.724328,0.999446,9.050609,1.359424,-32.703571999999994,0.9999899999999999,9.177278
DRW291810441,20180719,100655,20180719100655,1.348803,-34.846003,0.999997,9.075544,1.35666,-42.848561,1.0,9.180062
DRW291810451,20180719,102046,20180719102046,1.348455,-35.407500,0.999995,9.075661,1.363357,-41.905404,0.999972,9.175047
DRW291810461,20180719,103543,20180719103543,1.336296,-44.402109,0.999998,9.075714,1.367205,-37.654879,0.9999120000000001,9.179234
DRW291810471,20180719,105307,20180719105307,1.365650,-27.354125,0.999995,9.076087,1.356043,-38.415048,0.9999969999999999,9.177221000000001
DRW291810481,20180719,111129,20180719111129,1.341086,-41.774236,0.999999,9.075569999999999,1.3726120000000002,-43.076693,0.9999979999999999,9.177007000000001
DRW291810491,20180719,112855,20180719112855,1.342727,-37.564426,0.999982,9.075386,1.3558729999999999,-40.083832,0.9999889999999999,9.176747
DRW291810501,20180719,114755,20180719114755,1.360645,-32.146697,0.999994,9.076225,1.361537,-41.038652,0.9999879999999999,9.176785
DRW291810511,20180719,121503,20180719121503,1.351782,-41.924624,0.999937,9.075636,1.368927,-42.805725,0.999992,9.176832000000001
DRW291810521,20180719,131739,20180719131739,1.339469,-36.600921,0.999998,9.076976,1.352331,-40.508229,0.999994,9.181422
DRW291810531,20180719,133049,20180719133049,1.355408,-40.558544,0.999958,9.07652,1.343675,-40.267001,0.9999950000000001,9.176963
DRW291810541,20180719,135941,20180719135941,1.330485,-33.917374,1.000000,9.076249,1.351848,-41.289473,0.999992,9.175512
DRW291810551,20180719,141313,20180719141313,1.334045,-37.011024,1.000000,9.077109,1.3604209999999999,-47.314054999999996,0.9999950000000001,9.183976
DRW291810561,20180719,141550,20180719141550,1.329930,-35.079208,1.000000,9.076193,1.342797,-40.209178,0.9999959999999999,9.178519
DRW291810581,20180719,145401,20180719145401,1.333827,-38.550901,0.999994,9.074887,1.352411,-41.974115999999995,0.999999,9.180017999999999
DRW291810591,20180719,151720,20180719151720,1.369563,-47.806352,0.999987,9.076252,1.339026,-41.757670000000005,0.999966,9.179696
DRW291810601,20180719,153921,20180719153921,1.352254,-27.866500,0.999933,9.075811999999999,1.3463889999999998,-41.979343,0.9999540000000001,9.17713
DRW291810571,20180719,155820,20180719155820,1.335501,-37.050352,0.999988,9.076704,1.3475409999999999,-37.676784999999995,0.999986,9.18138
DRW291810611,20180719,164150,20180719164150,1.343323,-40.386928,0.999988,9.077326,1.361125,-43.304094,0.999991,9.181439
DRW291810621,20180720,75557,20180720075557,1.331486,-33.026338,0.999995,9.075244999999999,1.354545,-38.900309,1.0,9.175855
DRW291810631,20180720,81904,20180720081904,1.338891,-36.040581,0.999999,9.074264999999999,1.356309,-40.083832,0.999984,9.177306
DRW291810651,20180720,91047,20180720091047,1.338683,-38.842893,0.999999,9.0771,1.361869,-37.620159,0.999983,9.181673
DRW291810661,20180720,95405,20180720095405,1.340776,-38.317336,0.999998,9.077327,1.348287,-41.546295,0.999985,9.181585
DRW291810681,20180720,100141,20180720100141,1.335441,-37.446005,0.999995,9.075585,1.353801,-38.559761,0.9999870000000001,9.178559
DRW291810671,20180720,101958,20180720101958,1.342570,-37.700254,0.999998,9.077039,1.3560530000000002,-46.259869,0.999977,9.181826
DRW291810691,20180720,102044,20180720102044,1.343970,-37.106926,0.999997,9.075361000000001,1.3482379999999998,-42.465456,0.9999870000000001,9.17315
DRW291810701,20180720,105222,20180720105222,1.346945,-34.379908,0.999986,9.07564,1.345189,-41.665471000000004,0.9999959999999999,9.175499
DRW291810711,20180720,111721,20180720111721,1.343409,-39.881739,0.999986,9.075063,1.359797,-49.762547999999995,1.0,9.17646
DRW291810731,20180720,121037,20180720121037,1.350622,-34.188760,0.999999,9.075733999999999,1.3719290000000002,-41.359265,0.999994,9.176730000000001
DRW291810741,20180720,131808,20180720131808,1.346042,-31.380584,1.000000,9.075747999999999,1.378815,-38.234685999999996,0.999999,9.177817999999998
DRW291810751,20180720,133917,20180720133917,1.333312,-35.443479,0.999964,9.076176,1.367997,-40.485517,1.0,9.175238
DRW291810761,20180720,135500,20180720135500,1.342540,-37.459312,0.999998,9.07595,1.380723,-42.46926,0.9999959999999999,9.177341
DRW291810721,20180720,140150,20180720140150,1.340949,-45.960707,0.999970,9.077297999999999,1.351456,-43.725714,0.9999899999999999,9.18107
DRW291810771,20180720,142151,20180720142151,1.343701,-44.983977,0.999997,9.074749,1.364451,-40.461044,0.999992,9.178749
DRW291810801,20180720,152637,20180720152637,1.346657,-43.322551,0.999994,9.077005,1.365357,-41.003108000000005,0.9999969999999999,9.181971
DRW291810791,20180720,152708,20180720152708,1.330777,-39.454967,1.000000,9.076172999999999,1.367151,-40.112495,0.999974,9.177529
DRW291810811,20180720,154906,20180720154906,1.354625,-39.183095,0.999938,9.075723,1.370485,-40.995917,0.99997,9.176211
DRW291810821,20180720,161125,20180720161125,1.356788,-33.632061,0.999982,9.075686,1.376139,-41.713639,0.99998,9.178408000000001
DRW291810781,20180720,162958,20180720162958,1.339211,-25.190657,0.999999,9.07737,1.369061,-39.705416,0.9999979999999999,9.181151
DRW291810831,20180720,164411,20180720164411,1.372640,-35.788782,0.999996,9.075796,1.373909,-40.238971,0.999985,9.175804
DRW291810841,20180720,175018,20180720175018,1.333592,-36.876719,0.999990,9.076568,1.341448,-39.943409,0.9999790000000001,9.174483
DRW291810851,20180720,175906,20180720175906,1.329289,-35.424923,1.000000,9.077629,1.345135,-41.843914,0.9999969999999999,9.181992
DRW291810861,20180720,181139,20180720181139,1.347065,-32.632227,0.999987,9.075845,1.350652,-39.42086,1.0,9.177666
DRW291810871,20180720,183620,20180720183620,1.333840,-35.204672,0.999990,9.075959,1.3561940000000001,-38.821725,0.9999969999999999,9.175234
DRW291810881,20180720,191617,20180720191617,1.332203,-41.037686,1.000000,9.075861999999999,1.3479139999999998,-39.282649,0.999985,9.177230999999999
DRW291810891,20180721,82017,20180721082017,1.349313,-37.816347,0.999980,9.075181,1.355,-41.064908,0.999975,9.177822
DRW291810901,20180721,83925,20180721083925,1.345288,-37.501425,0.999977,9.075175,1.352884,-39.35995,0.99998,9.176734
DRW291810911,20180721,90018,20180721090018,1.359459,-38.801298,1.000000,9.075075,1.356778,-41.245533,1.0,9.177254
DRW291810921,20180721,91551,20180721091551,1.341019,-32.799617,0.999995,9.075876,1.366638,-43.305724,0.9999899999999999,9.178123
